node1,node2,combined_score,citation,citation_source
DCAF13,DKC1,0.925,PMC9854651,pmcid
DCAF13,NHP2L1,0.967,PMC9854651,pmcid
DCAF13,DDB1,0.976,PMC9854651,pmcid
DCAF13,RPS5,0.982,PMC9854651,pmcid
DCAF13,NOP56,0.998,PMC9854651,pmcid
DCAF13,WDR36,0.999,PMC9854651,pmcid
DCP1A,EP300,0.907,PMC9854651,pmcid
DCP1A,PATL1,0.993,PMC9854651,pmcid
DCP1A,EDC3,0.999,PMC9854651,pmcid
DCP1A,DCP2,0.999,PMC9854651,pmcid
DCP1A,EIF4E,0.754,PMC9854651,pmcid
DCP1A,LSM14A,0.96,PMC9854651,pmcid
DCP1A,DDX6,0.999,PMC9854651,pmcid
DCP2,PATL1,0.999,PMC9854651,pmcid
DCP2,PABPC1,0.854,PMC9854651,pmcid
DCP2,EDC3,0.999,PMC9854651,pmcid
DCP2,DDX3X,0.707,PMC9854651,pmcid
DCP2,PARN,0.968,PMC9854651,pmcid
DCP2,LSM14A,0.975,PMC9854651,pmcid
DCP2,EIF4E,0.984,PMC9854651,pmcid
DCP2,DDX6,0.999,PMC9854651,pmcid
DDB1,ERCC1,0.932,PMC9854651,pmcid
DDB1,RBX1,0.999,PMC9854651,pmcid
DDB1,POLE2,0.839,PMC9854651,pmcid
DDB1,SKP1,0.818,PMC9854651,pmcid
DDB1,NEDD8,0.98,PMC9854651,pmcid
DDB1,UBE2M,0.855,PMC9854651,pmcid
DDB1,DDB2,0.999,PMC9854651,pmcid
DDB1,GTF2H4,0.789,PMC9854651,pmcid
DDB1,MNAT1,0.714,PMC9854651,pmcid
DDB1,EP300,0.896,PMC9854651,pmcid
DDB1,GTF2H1,0.784,PMC9854651,pmcid
DDB1,SKP2,0.981,PMC9854651,pmcid
DDB1,XPC,0.934,PMC9854651,pmcid
DDB1,ERCC3,0.877,PMC9854651,pmcid
DDB1,MYC,0.702,PMC9854651,pmcid
DDB1,PCNA,0.714,PMC9854651,pmcid
DDB1,TCEB1,0.719,PMC9854651,pmcid
DDB1,GTF2H3,0.723,PMC9854651,pmcid
DDB1,MCM10,0.723,PMC9854651,pmcid
DDB1,RPA2,0.76,PMC9854651,pmcid
DDB1,GTF2H2,0.763,PMC9854651,pmcid
DDB1,ERCC6,0.763,PMC9854651,pmcid
DDB1,GTF2H5,0.774,PMC9854651,pmcid
DDB1,ERCC4,0.806,PMC9854651,pmcid
DDB1,POLE,0.813,PMC9854651,pmcid
DDB1,ERCC5,0.839,PMC9854651,pmcid
DDB1,USP7,0.869,PMC9854651,pmcid
DDB1,UVSSA,0.878,PMC9854651,pmcid
DDB1,ERCC2,0.894,PMC9854651,pmcid
DDB1,RUVBL1,0.933,PMC9854651,pmcid
DDB1,RAD23B,0.958,PMC9854651,pmcid
DDB1,XPA,0.975,PMC9854651,pmcid
DDB2,ERCC1,0.897,PMC9854651,pmcid
DDB2,RBX1,0.999,PMC9854651,pmcid
DDB2,NEDD8,0.767,PMC9854651,pmcid
DDB2,UBE2M,0.707,PMC9854651,pmcid
DDB2,PCNA,0.706,PMC9854651,pmcid
DDB2,MNAT1,0.764,PMC9854651,pmcid
DDB2,RPA2,0.793,PMC9854651,pmcid
DDB2,GTF2H2,0.795,PMC9854651,pmcid
DDB2,GTF2H1,0.795,PMC9854651,pmcid
DDB2,GTF2H4,0.797,PMC9854651,pmcid
DDB2,GTF2H3,0.797,PMC9854651,pmcid
DDB2,GTF2H5,0.798,PMC9854651,pmcid
DDB2,EP300,0.814,PMC9854651,pmcid
DDB2,ERCC4,0.842,PMC9854651,pmcid
DDB2,ERCC2,0.845,PMC9854651,pmcid
DDB2,ERCC3,0.854,PMC9854651,pmcid
DDB2,ERCC5,0.859,PMC9854651,pmcid
DDB2,SMARCA4,0.864,PMC9854651,pmcid
DDB2,RUVBL1,0.9,PMC9854651,pmcid
DDB2,RAD23B,0.94,PMC9854651,pmcid
DDB2,TP53,0.967,PMC9854651,pmcid
DDB2,XPA,0.975,PMC9854651,pmcid
DDB2,XPC,0.989,PMC9854651,pmcid
DDX3X,EIF2S3,0.737,PMC9854651,pmcid
DDX3X,EIF3G,0.934,PMC9854651,pmcid
DDX3X,EIF2S1,0.863,PMC9854651,pmcid
DDX3X,TP53,0.724,PMC9854651,pmcid
DDX3X,PABPC1,0.992,PMC9854651,pmcid
DDX3X,USP9X,0.851,PMC9854651,pmcid
DDX3X,TBK1,0.998,PMC9854651,pmcid
DDX3X,EIF3A,0.951,PMC9854651,pmcid
DDX3X,NLRP1,0.723,PMC9854651,pmcid
DDX3X,DDX6,0.747,PMC9854651,pmcid
DDX3X,LSM14A,0.8,PMC9854651,pmcid
DDX3X,DHX36,0.806,PMC9854651,pmcid
DDX3X,IRF3,0.865,PMC9854651,pmcid
DDX3X,EIF4E,0.999,PMC9854651,pmcid
DDX6,EIF2S1,0.86,PMC9854651,pmcid
DDX6,PATL1,0.999,PMC9854651,pmcid
DDX6,PABPC1,0.947,PMC9854651,pmcid
DDX6,EDC3,0.999,PMC9854651,pmcid
DDX6,FMR1,0.716,PMC9854651,pmcid
DDX6,EIF4E,0.999,PMC9854651,pmcid
DDX6,LSM14A,0.999,PMC9854651,pmcid
DKC1,FBL,0.999,PMC9854651,pmcid
DKC1,IL2,0.902,PMC9854651,pmcid
DKC1,GAR1,0.999,PMC9854651,pmcid
DKC1,RRP9,0.976,PMC9854651,pmcid
DKC1,TERF2,0.875,PMC9854651,pmcid
DKC1,NOP58,0.999,PMC9854651,pmcid
DKC1,TINF2,0.946,PMC9854651,pmcid
DKC1,NHP2,0.999,PMC9854651,pmcid
DKC1,TERF1,0.873,PMC9854651,pmcid
DKC1,TERF2IP,0.774,PMC9854651,pmcid
DKC1,TERT,0.999,PMC9854651,pmcid
DKC1,SHQ1,0.999,PMC9854651,pmcid
DKC1,RUVBL1,0.999,PMC9854651,pmcid
DKC1,PINX1,0.968,PMC9854651,pmcid
DKC1,WRAP53,0.999,PMC9854651,pmcid
DKC1,NOP10,0.999,PMC9854651,pmcid
DKC1,HSP90AA1,0.964,PMC9854651,pmcid
DKC1,POT1,0.877,PMC9854651,pmcid
DKC1,RTEL1,0.898,PMC9854651,pmcid
DKC1,MTOR,0.907,PMC9854651,pmcid
DKC1,EIF3A,0.705,PMC9854651,pmcid
DKC1,PARN,0.71,PMC9854651,pmcid
DKC1,WDR36,0.971,PMC9854651,pmcid
DKC1,NHP2L1,0.999,PMC9854651,pmcid
DKC1,NOP56,0.999,PMC9854651,pmcid
DTNBP1,HPS5,0.947,PMC9854651,pmcid
DTNBP1,HPS3,0.945,PMC9854651,pmcid
DTNBP1,HPS6,0.946,PMC9854651,pmcid
DTNBP1,HPS1,0.768,PMC9854651,pmcid
DTNBP1,HPS4,0.945,PMC9854651,pmcid
DTNBP1,SNAPIN,0.999,PMC9854651,pmcid
DYNLL1,NFKBIA,0.938,PMC9854651,pmcid
DYNLL1,HSP90AA1,0.854,PMC9854651,pmcid
DYNLL1,OCA2,0.934,PMC9854651,pmcid
DYNLL1,PCNT,0.843,PMC9854651,pmcid
DYNLL1,TP53BP1,0.986,PMC9854651,pmcid
DYNLL1,GPHN,0.915,PMC9854651,pmcid
DYNLL1,MYO5A,0.923,PMC9854651,pmcid
EDC3,PATL1,0.992,PMC9854651,pmcid
EDC3,PABPC1,0.806,PMC9854651,pmcid
EDC3,EIF4E,0.8,PMC9854651,pmcid
EDC3,LSM14A,0.969,PMC9854651,pmcid
EDN1,MAPK1,0.927,PMC9854651,pmcid
EDN1,RAF1,0.922,PMC9854651,pmcid
EDN1,SLC9A3R1,0.907,PMC9854651,pmcid
EDN1,EP300,0.926,PMC9854651,pmcid
EDN1,EGFR,0.947,PMC9854651,pmcid
EDN1,MAP2K1,0.941,PMC9854651,pmcid
EDN1,EDNRA,0.999,PMC9854651,pmcid
EDN1,EDN3,0.848,PMC9854651,pmcid
EDN1,GNAS,0.91,PMC9854651,pmcid
EDN1,JUN,0.959,PMC9854651,pmcid
EDN1,EDNRB,0.999,PMC9854651,pmcid
EDN1,GNB1,0.9,PMC9854651,pmcid
EDN1,PRKAR1A,0.902,PMC9854651,pmcid
EDN1,VEGFA,0.923,PMC9854651,pmcid
EDN1,JAK2,0.928,PMC9854651,pmcid
EDN1,HRAS,0.93,PMC9854651,pmcid
EDN1,PLCB3,0.953,PMC9854651,pmcid
EDN3,KITLG,0.714,PMC9854651,pmcid
EDN3,EDNRA,0.999,PMC9854651,pmcid
EDN3,SOX10,0.801,PMC9854651,pmcid
EDN3,EDNRB,0.999,PMC9854651,pmcid
EDNRA,EGFR,0.936,PMC9854651,pmcid
EDNRA,EDNRB,0.908,PMC9854651,pmcid
EDNRA,JAK2,0.91,PMC9854651,pmcid
EDNRA,GNAS,0.919,PMC9854651,pmcid
EDNRA,PLCB3,0.932,PMC9854651,pmcid
EDNRB,SOX10,0.888,PMC9854651,pmcid
EDNRB,PLCB3,0.912,PMC9854651,pmcid
EGFR,ERCC1,0.722,PMC9854651,pmcid
EGFR,TNFRSF1A,0.847,PMC9854651,pmcid
EGFR,KRT14,0.732,PMC9854651,pmcid
EGFR,MAPK1,0.962,PMC9854651,pmcid
EGFR,IL2,0.815,PMC9854651,pmcid
EGFR,KITLG,0.905,PMC9854651,pmcid
EGFR,RAF1,0.788,PMC9854651,pmcid
EGFR,KRT5,0.811,PMC9854651,pmcid
EGFR,KRAS,0.998,PMC9854651,pmcid
EGFR,MDM2,0.87,PMC9854651,pmcid
EGFR,SLC9A3R1,0.982,PMC9854651,pmcid
EGFR,GAB1,0.998,PMC9854651,pmcid
EGFR,PIK3CA,0.996,PMC9854651,pmcid
EGFR,FGF2,0.889,PMC9854651,pmcid
EGFR,IGF1R,0.808,PMC9854651,pmcid
EGFR,TP53,0.908,PMC9854651,pmcid
EGFR,RASA1,0.999,PMC9854651,pmcid
EGFR,PTPN22,0.719,PMC9854651,pmcid
EGFR,UBASH3A,0.721,PMC9854651,pmcid
EGFR,SNAI2,0.738,PMC9854651,pmcid
EGFR,IL15,0.743,PMC9854651,pmcid
EGFR,FGF9,0.762,PMC9854651,pmcid
EGFR,TRAF6,0.763,PMC9854651,pmcid
EGFR,JUN,0.764,PMC9854651,pmcid
EGFR,IKBKG,0.765,PMC9854651,pmcid
EGFR,NF1,0.782,PMC9854651,pmcid
EGFR,XRCC6,0.806,PMC9854651,pmcid
EGFR,MYC,0.812,PMC9854651,pmcid
EGFR,NTRK2,0.826,PMC9854651,pmcid
EGFR,TLR4,0.838,PMC9854651,pmcid
EGFR,NEDD4,0.849,PMC9854651,pmcid
EGFR,EIF3A,0.861,PMC9854651,pmcid
EGFR,UBE2D3,0.905,PMC9854651,pmcid
EGFR,UBE2D1,0.911,PMC9854651,pmcid
EGFR,PTEN,0.931,PMC9854651,pmcid
EGFR,LCK,0.932,PMC9854651,pmcid
EGFR,VEGFA,0.944,PMC9854651,pmcid
EGFR,FAS,0.946,PMC9854651,pmcid
EGFR,GAB2,0.953,PMC9854651,pmcid
EGFR,YWHAZ,0.959,PMC9854651,pmcid
EGFR,IRS1,0.961,PMC9854651,pmcid
EGFR,JAK2,0.974,PMC9854651,pmcid
EGFR,MTOR,0.978,PMC9854651,pmcid
EGFR,NRAS,0.985,PMC9854651,pmcid
EGFR,GPNMB,0.994,PMC9854651,pmcid
EGFR,HRAS,0.996,PMC9854651,pmcid
EGFR,PIK3R1,0.997,PMC9854651,pmcid
EGFR,PTPN1,0.999,PMC9854651,pmcid
EGFR,PTPN11,0.999,PMC9854651,pmcid
EGFR,SOS1,0.999,PMC9854651,pmcid
EGFR,GRB2,0.999,PMC9854651,pmcid
EGFR,HSP90AA1,0.999,PMC9854651,pmcid
EGR2,EP300,0.845,PMC9854651,pmcid
EGR2,SMARCA4,0.847,PMC9854651,pmcid
EGR2,JUN,0.858,PMC9854651,pmcid
EGR2,SOX10,0.987,PMC9854651,pmcid
EIF1,EIF5,0.999,PMC9854651,pmcid
EIF1,EIF2S3,0.998,PMC9854651,pmcid
EIF1,EIF3G,0.998,PMC9854651,pmcid
EIF1,EIF2S1,0.999,PMC9854651,pmcid
EIF1,EIF2B5,0.745,PMC9854651,pmcid
EIF1,EIF3A,0.999,PMC9854651,pmcid
EIF1,EIF6,0.851,PMC9854651,pmcid
EIF1,EIF2S2,0.999,PMC9854651,pmcid
EIF1,RPS5,0.964,PMC9854651,pmcid
EIF1,EIF4E,0.984,PMC9854651,pmcid
EIF2B1,EIF5,0.764,PMC9854651,pmcid
EIF2B1,EIF2S3,0.996,PMC9854651,pmcid
EIF2B1,EIF2S1,0.999,PMC9854651,pmcid
EIF2B1,EIF2B5,0.999,PMC9854651,pmcid
EIF2B1,EIF2B3,0.999,PMC9854651,pmcid
EIF2B1,EIF2S2,0.999,PMC9854651,pmcid
EIF2B3,EIF5,0.817,PMC9854651,pmcid
EIF2B3,EIF2S3,0.998,PMC9854651,pmcid
EIF2B3,EIF2S1,0.999,PMC9854651,pmcid
EIF2B3,EIF2B5,0.999,PMC9854651,pmcid
EIF2B3,EIF2S2,0.999,PMC9854651,pmcid
EIF2B5,EIF5,0.91,PMC9854651,pmcid
EIF2B5,EIF2S3,0.999,PMC9854651,pmcid
EIF2B5,EIF2S1,0.999,PMC9854651,pmcid
EIF2B5,EIF2S2,0.999,PMC9854651,pmcid
EIF2S1,EIF5,0.999,PMC9854651,pmcid
EIF2S1,EIF2S3,0.999,PMC9854651,pmcid
EIF2S1,EIF3G,0.996,PMC9854651,pmcid
EIF2S1,MTOR,0.72,PMC9854651,pmcid
EIF2S1,NHP2L1,0.732,PMC9854651,pmcid
EIF2S1,PABPC1,0.781,PMC9854651,pmcid
EIF2S1,HSP90AA1,0.892,PMC9854651,pmcid
EIF2S1,PPP1CC,0.916,PMC9854651,pmcid
EIF2S1,EIF4E,0.99,PMC9854651,pmcid
EIF2S1,RPS5,0.992,PMC9854651,pmcid
EIF2S1,EIF2S2,0.999,PMC9854651,pmcid
EIF2S1,EIF3A,0.999,PMC9854651,pmcid
EIF2S2,EIF5,0.998,PMC9854651,pmcid
EIF2S2,RALY,0.917,PMC9854651,pmcid
EIF2S2,EIF2S3,0.999,PMC9854651,pmcid
EIF2S2,EIF3G,0.999,PMC9854651,pmcid
EIF2S2,EIF3A,0.999,PMC9854651,pmcid
EIF2S2,EIF6,0.793,PMC9854651,pmcid
EIF2S2,EIF4E,0.972,PMC9854651,pmcid
EIF2S2,RPS5,0.976,PMC9854651,pmcid
EIF2S3,EIF5,0.999,PMC9854651,pmcid
EIF2S3,EIF6,0.728,PMC9854651,pmcid
EIF2S3,NOP56,0.773,PMC9854651,pmcid
EIF2S3,EIF4E,0.953,PMC9854651,pmcid
EIF2S3,RPS5,0.97,PMC9854651,pmcid
EIF2S3,EIF3G,0.997,PMC9854651,pmcid
EIF2S3,EIF3A,0.999,PMC9854651,pmcid
EIF3A,EIF5,0.999,PMC9854651,pmcid
EIF3A,EIF3G,0.999,PMC9854651,pmcid
EIF3A,NARS,0.701,PMC9854651,pmcid
EIF3A,NOP58,0.848,PMC9854651,pmcid
EIF3A,NOP56,0.821,PMC9854651,pmcid
EIF3A,GRB2,0.918,PMC9854651,pmcid
EIF3A,EIF4E,0.98,PMC9854651,pmcid
EIF3A,RPS5,0.986,PMC9854651,pmcid
EIF3G,EIF5,0.998,PMC9854651,pmcid
EIF3G,GAR1,0.828,PMC9854651,pmcid
EIF3G,HERC2,0.702,PMC9854651,pmcid
EIF3G,EIF4E,0.802,PMC9854651,pmcid
EIF3G,NHP2,0.837,PMC9854651,pmcid
EIF3G,RPS5,0.991,PMC9854651,pmcid
EIF4E,EIF5,0.862,PMC9854651,pmcid
EIF4E,TSC2,0.785,PMC9854651,pmcid
EIF4E,RHEB,0.975,PMC9854651,pmcid
EIF4E,PABPC1,0.999,PMC9854651,pmcid
EIF4E,MTOR,0.999,PMC9854651,pmcid
EIF4E,FMR1,0.995,PMC9854651,pmcid
EIF4E,PTEN,0.768,PMC9854651,pmcid
EIF4E,EIF6,0.85,PMC9854651,pmcid
EIF4E,PARN,0.975,PMC9854651,pmcid
EIF4E,MYC,0.765,PMC9854651,pmcid
EIF4E,LSM14A,0.923,PMC9854651,pmcid
EIF5,RPS5,0.905,PMC9854651,pmcid
EIF6,FBL,0.97,PMC9854651,pmcid
EIF6,NOP58,0.873,PMC9854651,pmcid
EIF6,NHP2,0.781,PMC9854651,pmcid
EIF6,RPS5,0.81,PMC9854651,pmcid
EIF6,NHP2L1,0.886,PMC9854651,pmcid
ENPP1,NNT,0.9,PMC9854651,pmcid
EP300,MAPK1,0.713,PMC9854651,pmcid
EP300,RBX1,0.735,PMC9854651,pmcid
EP300,GZMB,0.909,PMC9854651,pmcid
EP300,NFKBIA,0.982,PMC9854651,pmcid
EP300,NFKB1,0.992,PMC9854651,pmcid
EP300,SKP1,0.822,PMC9854651,pmcid
EP300,KRAS,0.941,PMC9854651,pmcid
EP300,VHL,0.942,PMC9854651,pmcid
EP300,MDM2,0.999,PMC9854651,pmcid
EP300,NKX2-5,0.712,PMC9854651,pmcid
EP300,XRCC6,0.713,PMC9854651,pmcid
EP300,GTF2H1,0.717,PMC9854651,pmcid
EP300,PTEN,0.764,PMC9854651,pmcid
EP300,USP7,0.784,PMC9854651,pmcid
EP300,H2AFX,0.784,PMC9854651,pmcid
EP300,STAT4,0.813,PMC9854651,pmcid
EP300,FBXW7,0.813,PMC9854651,pmcid
EP300,ERCC5,0.823,PMC9854651,pmcid
EP300,XPA,0.884,PMC9854651,pmcid
EP300,GTF2E1,0.902,PMC9854651,pmcid
EP300,GP1BA,0.904,PMC9854651,pmcid
EP300,PCNA,0.932,PMC9854651,pmcid
EP300,GTF2B,0.935,PMC9854651,pmcid
EP300,KAT5,0.944,PMC9854651,pmcid
EP300,KMT2A,0.949,PMC9854651,pmcid
EP300,REL,0.949,PMC9854651,pmcid
EP300,UBE2D1,0.954,PMC9854651,pmcid
EP300,GRIP1,0.963,PMC9854651,pmcid
EP300,VEGFA,0.972,PMC9854651,pmcid
EP300,SMARCA4,0.977,PMC9854651,pmcid
EP300,TP63,0.983,PMC9854651,pmcid
EP300,MITF,0.989,PMC9854651,pmcid
EP300,SKP2,0.994,PMC9854651,pmcid
EP300,TP53,0.999,PMC9854651,pmcid
EP300,RELA,0.999,PMC9854651,pmcid
EP300,JUN,0.999,PMC9854651,pmcid
EP300,IRF3,0.999,PMC9854651,pmcid
EP300,MYC,0.999,PMC9854651,pmcid
ERCC1,STRA13,0.713,PMC9854651,pmcid
ERCC1,REV1,0.717,PMC9854651,pmcid
ERCC1,USP7,0.736,PMC9854651,pmcid
ERCC1,MNAT1,0.762,PMC9854651,pmcid
ERCC1,POLE,0.781,PMC9854651,pmcid
ERCC1,UVSSA,0.804,PMC9854651,pmcid
ERCC1,FANCB,0.81,PMC9854651,pmcid
ERCC1,FANCE,0.81,PMC9854651,pmcid
ERCC1,ERCC6,0.815,PMC9854651,pmcid
ERCC1,GTF2H3,0.822,PMC9854651,pmcid
ERCC1,FANCF,0.825,PMC9854651,pmcid
ERCC1,GTF2H4,0.835,PMC9854651,pmcid
ERCC1,FAN1,0.841,PMC9854651,pmcid
ERCC1,GTF2H2,0.842,PMC9854651,pmcid
ERCC1,GTF2H5,0.848,PMC9854651,pmcid
ERCC1,FANCL,0.862,PMC9854651,pmcid
ERCC1,FANCC,0.863,PMC9854651,pmcid
ERCC1,TP53BP1,0.885,PMC9854651,pmcid
ERCC1,FANCA,0.89,PMC9854651,pmcid
ERCC1,RPA2,0.893,PMC9854651,pmcid
ERCC1,MLH1,0.895,PMC9854651,pmcid
ERCC1,GTF2H1,0.9,PMC9854651,pmcid
ERCC1,FANCG,0.906,PMC9854651,pmcid
ERCC1,PMS2,0.907,PMC9854651,pmcid
ERCC1,KAT5,0.92,PMC9854651,pmcid
ERCC1,FANCI,0.931,PMC9854651,pmcid
ERCC1,RMI1,0.938,PMC9854651,pmcid
ERCC1,RAD50,0.94,PMC9854651,pmcid
ERCC1,NBN,0.943,PMC9854651,pmcid
ERCC1,ERCC3,0.949,PMC9854651,pmcid
ERCC1,FANCM,0.949,PMC9854651,pmcid
ERCC1,TOP3A,0.954,PMC9854651,pmcid
ERCC1,FANCD2,0.955,PMC9854651,pmcid
ERCC1,MRE11A,0.965,PMC9854651,pmcid
ERCC1,MSH3,0.971,PMC9854651,pmcid
ERCC1,WRN,0.971,PMC9854651,pmcid
ERCC1,XRCC6,0.977,PMC9854651,pmcid
ERCC1,ERCC2,0.979,PMC9854651,pmcid
ERCC1,MSH6,0.985,PMC9854651,pmcid
ERCC1,RAD51,0.987,PMC9854651,pmcid
ERCC1,EXO1,0.987,PMC9854651,pmcid
ERCC1,XPC,0.987,PMC9854651,pmcid
ERCC1,ERCC5,0.994,PMC9854651,pmcid
ERCC1,RAD52,0.996,PMC9854651,pmcid
ERCC1,RAD23B,0.996,PMC9854651,pmcid
ERCC1,MSH2,0.998,PMC9854651,pmcid
ERCC1,SLX4,0.999,PMC9854651,pmcid
ERCC1,XPA,0.999,PMC9854651,pmcid
ERCC1,ERCC4,0.999,PMC9854651,pmcid
ERCC2,POLE2,0.711,PMC9854651,pmcid
ERCC2,MSH6,0.727,PMC9854651,pmcid
ERCC2,GTF2H4,0.999,PMC9854651,pmcid
ERCC2,MNAT1,0.999,PMC9854651,pmcid
ERCC2,GTF2H1,0.999,PMC9854651,pmcid
ERCC2,FANCM,0.741,PMC9854651,pmcid
ERCC2,TP53,0.838,PMC9854651,pmcid
ERCC2,GTF2E1,0.999,PMC9854651,pmcid
ERCC2,XPC,0.875,PMC9854651,pmcid
ERCC2,ERCC3,0.999,PMC9854651,pmcid
ERCC2,ERCC4,0.971,PMC9854651,pmcid
ERCC2,POLE,0.793,PMC9854651,pmcid
ERCC2,GTF2H2,0.999,PMC9854651,pmcid
ERCC2,ERCC5,0.984,PMC9854651,pmcid
ERCC2,ERCC6,0.885,PMC9854651,pmcid
ERCC2,GTF2E2,0.999,PMC9854651,pmcid
ERCC2,RAD23B,0.899,PMC9854651,pmcid
ERCC2,RAD52,0.851,PMC9854651,pmcid
ERCC2,RTEL1,0.707,PMC9854651,pmcid
ERCC2,GTF2B,0.994,PMC9854651,pmcid
ERCC2,RPA2,0.716,PMC9854651,pmcid
ERCC2,XPA,0.994,PMC9854651,pmcid
ERCC2,RAD51,0.836,PMC9854651,pmcid
ERCC2,UVSSA,0.837,PMC9854651,pmcid
ERCC2,GTF2H5,0.999,PMC9854651,pmcid
ERCC2,GTF2H3,0.999,PMC9854651,pmcid
ERCC3,MLH1,0.798,PMC9854651,pmcid
ERCC3,MSH2,0.778,PMC9854651,pmcid
ERCC3,MSH6,0.765,PMC9854651,pmcid
ERCC3,GTF2H4,0.999,PMC9854651,pmcid
ERCC3,MNAT1,0.999,PMC9854651,pmcid
ERCC3,MSH3,0.733,PMC9854651,pmcid
ERCC3,PMS2,0.789,PMC9854651,pmcid
ERCC3,GTF2H1,0.999,PMC9854651,pmcid
ERCC3,FANCM,0.904,PMC9854651,pmcid
ERCC3,TP53,0.825,PMC9854651,pmcid
ERCC3,GTF2E1,0.999,PMC9854651,pmcid
ERCC3,XPC,0.945,PMC9854651,pmcid
ERCC3,PCNA,0.702,PMC9854651,pmcid
ERCC3,XRCC6,0.711,PMC9854651,pmcid
ERCC3,POLE,0.769,PMC9854651,pmcid
ERCC3,RECQL4,0.769,PMC9854651,pmcid
ERCC3,RPA2,0.796,PMC9854651,pmcid
ERCC3,UVSSA,0.837,PMC9854651,pmcid
ERCC3,ERCC6,0.87,PMC9854651,pmcid
ERCC3,WRN,0.895,PMC9854651,pmcid
ERCC3,RAD23B,0.912,PMC9854651,pmcid
ERCC3,ERCC5,0.991,PMC9854651,pmcid
ERCC3,XPA,0.991,PMC9854651,pmcid
ERCC3,ERCC4,0.992,PMC9854651,pmcid
ERCC3,GTF2E2,0.999,PMC9854651,pmcid
ERCC3,GTF2B,0.999,PMC9854651,pmcid
ERCC3,GTF2H2,0.999,PMC9854651,pmcid
ERCC3,GTF2H3,0.999,PMC9854651,pmcid
ERCC3,GTF2H5,0.999,PMC9854651,pmcid
ERCC4,POLE2,0.719,PMC9854651,pmcid
ERCC4,FANCE,0.857,PMC9854651,pmcid
ERCC4,MLH1,0.897,PMC9854651,pmcid
ERCC4,MSH2,0.99,PMC9854651,pmcid
ERCC4,MSH6,0.993,PMC9854651,pmcid
ERCC4,GTF2H4,0.752,PMC9854651,pmcid
ERCC4,MNAT1,0.783,PMC9854651,pmcid
ERCC4,MSH3,0.941,PMC9854651,pmcid
ERCC4,NBN,0.937,PMC9854651,pmcid
ERCC4,PMS2,0.799,PMC9854651,pmcid
ERCC4,GTF2H1,0.845,PMC9854651,pmcid
ERCC4,FANCM,0.81,PMC9854651,pmcid
ERCC4,XPC,0.986,PMC9854651,pmcid
ERCC4,FANCD2,0.933,PMC9854651,pmcid
ERCC4,FANCC,0.88,PMC9854651,pmcid
ERCC4,SLX4,0.991,PMC9854651,pmcid
ERCC4,WRN,0.992,PMC9854651,pmcid
ERCC4,RECQL4,0.717,PMC9854651,pmcid
ERCC4,UVSSA,0.744,PMC9854651,pmcid
ERCC4,STRA13,0.751,PMC9854651,pmcid
ERCC4,GTF2H3,0.76,PMC9854651,pmcid
ERCC4,PCNA,0.769,PMC9854651,pmcid
ERCC4,GTF2H5,0.792,PMC9854651,pmcid
ERCC4,RPA2,0.826,PMC9854651,pmcid
ERCC4,FAN1,0.852,PMC9854651,pmcid
ERCC4,POLE,0.858,PMC9854651,pmcid
ERCC4,FANCB,0.873,PMC9854651,pmcid
ERCC4,FANCL,0.879,PMC9854651,pmcid
ERCC4,FANCG,0.891,PMC9854651,pmcid
ERCC4,FANCI,0.895,PMC9854651,pmcid
ERCC4,FANCF,0.897,PMC9854651,pmcid
ERCC4,ERCC6,0.898,PMC9854651,pmcid
ERCC4,KAT5,0.905,PMC9854651,pmcid
ERCC4,TP53BP1,0.909,PMC9854651,pmcid
ERCC4,FANCA,0.923,PMC9854651,pmcid
ERCC4,RAD50,0.932,PMC9854651,pmcid
ERCC4,XRCC6,0.967,PMC9854651,pmcid
ERCC4,RMI1,0.972,PMC9854651,pmcid
ERCC4,MRE11A,0.975,PMC9854651,pmcid
ERCC4,RAD23B,0.984,PMC9854651,pmcid
ERCC4,EXO1,0.984,PMC9854651,pmcid
ERCC4,RAD51,0.993,PMC9854651,pmcid
ERCC4,TOP3A,0.993,PMC9854651,pmcid
ERCC4,ERCC5,0.995,PMC9854651,pmcid
ERCC4,RAD52,0.997,PMC9854651,pmcid
ERCC4,XPA,0.997,PMC9854651,pmcid
ERCC5,MLH1,0.885,PMC9854651,pmcid
ERCC5,MSH2,0.978,PMC9854651,pmcid
ERCC5,MSH6,0.975,PMC9854651,pmcid
ERCC5,GTF2H4,0.877,PMC9854651,pmcid
ERCC5,MNAT1,0.854,PMC9854651,pmcid
ERCC5,MSH3,0.926,PMC9854651,pmcid
ERCC5,PMS2,0.847,PMC9854651,pmcid
ERCC5,GTF2H1,0.988,PMC9854651,pmcid
ERCC5,FANCM,0.798,PMC9854651,pmcid
ERCC5,XPC,0.967,PMC9854651,pmcid
ERCC5,WRN,0.822,PMC9854651,pmcid
ERCC5,POLE,0.848,PMC9854651,pmcid
ERCC5,MRE11A,0.743,PMC9854651,pmcid
ERCC5,GTF2H2,0.873,PMC9854651,pmcid
ERCC5,RECQL4,0.718,PMC9854651,pmcid
ERCC5,RAD52,0.734,PMC9854651,pmcid
ERCC5,EXO1,0.754,PMC9854651,pmcid
ERCC5,UVSSA,0.771,PMC9854651,pmcid
ERCC5,RPA2,0.778,PMC9854651,pmcid
ERCC5,GTF2H5,0.797,PMC9854651,pmcid
